term,likelihood_ratio
quantitative trader,5.84736009101
sun trading,4.55432949068
experience quantitative,4.01084240391
174858 members,3.84932820982
options 174858,3.84932820982
about quantitative,3.48990067435
marie curie,2.89877250473
quantitative trading,2.87152807006
name sun,2.8013517256
pierre et,2.75305670362
et marie,2.75305670362
université pierre,2.75305670362
at sun,2.73405953338
proprietary trading,2.6633968889
squarepoint capital,2.62041761984
société générale,2.53486783972
curie paris,2.48565622879
paris vi,2.47438980214
trader company,2.4387465598
jane street,2.38528561447
statistical arbitrage,2.37530470973
15545 members,2.34564014246
network 15545,2.34564014246
quantitative researcher,2.31398189547
liquid capital,2.29799379471
shell trading,2.22095509564
quantitative research,2.2188935831
quantitative portfolio,2.18812970126
capital management,2.14632633065
imc financial,2.1349214401
high frequency,2.10794624025
 quantitative,2.06117088109
capital group,2.04890127898
portfolio manager,2.03929490078
trading competition,2.01178088689
credit suisse,1.99732158769
trading dates,1.98609297278
trading and,1.95006101895
trading strategies,1.94741475036
consultantquantitative traderresearcher,1.94557297328
independant consultantquantitative,1.94557297328
senior quantitative,1.9429747551
trading ,1.93105327479
systematic trading,1.91504013754
mellon capital,1.90156778972
cutler group,1.87496214319
equity derivatives,1.85306376484
llc 3228,1.84918662232
quantitative investment,1.84747368338
trading endorsed,1.80913099781
morgan stanley,1.80384937452
the resolution,1.79255298912
inc 13989,1.79255298912
trading see,1.78811867635
trader at,1.76292978379
senior portfolio,1.76251439059
frequency trading,1.76125030557
and trading,1.75680603288
of quantitative,1.74891399785
transmarket group,1.70856017906
trading llc,1.70067468244
3228 followers,1.69835943335
 quant,1.69478444844
générale click,1.68993956375
at société,1.68541363575
funds 183230,1.68411641131
183230 members,1.68411641131
capital dates,1.6763212937
stocks futures,1.66759998318
quantitative strategies,1.66305319149
and quantitative,1.65649847592
societe generale,1.64166163111
system trading,1.63268439025
 shipping,1.6273583796
eni trading,1.6273583796
 stocks,1.62186396325
radix trading,1.6142203799
kcg holdings,1.61302966474
forex options,1.60822989338
futures forex,1.60822989338
funds system,1.60822989338
quant funds,1.60822989338
association cta,1.60822989338
and statistical,1.59647382131
cta ,1.58675918321
trader ,1.58675918321
summer associate,1.58498699688
electronic trading,1.576835943
at transmarket,1.55986342081
quant trading,1.55818331469
group lp,1.54769859119
laurion capital,1.53629754965
for trading,1.52660034683
paris area,1.5245687105
market making,1.52400803315
alpha generation,1.50718405777
technical analysis,1.50556429922
researcher company,1.49726725125
name société,1.49056134701
hedge fund,1.48166094145
market microstructure,1.47566758118
bnp paribas,1.47251273174
algorithmic traders,1.46036425414
traders association,1.46036425414
skills trading,1.45973831558
summer analyst,1.45641005278
generation on,1.44810794006
trading 35343,1.44810794006
axtria ,1.44810794006
35343 members,1.44810794006
systematic fx,1.44810794006
caxton associates,1.44810794006
independent quantitative,1.44810794006
13989 followers,1.44810794006
trading firm,1.44698827666
york city,1.42414805565
of chicago,1.41926319603
stanley dates,1.40060446171
name morgan,1.40060446171
investment group,1.39799408345
greater new,1.39482214801
markets ,1.39129330824
name credit,1.3909140302
area quantitative,1.39065739012
city area,1.38985697925
llc dates,1.38174392317
london united,1.3791829173
quantitative analyst,1.3790291175
location paris,1.36345263778
mos quantitative,1.36157725384
energy and,1.36157725384
volant trading,1.36142822054
quantitative investing,1.36142822054
new york,1.35872163362
quantitative finance,1.35557115976
group click,1.34662749967
université paris,1.33647695658
about université,1.32763682811
eladian partners,1.31861523759
name societe,1.31565913932
quantitative strategist,1.311359207
holdings inc,1.30221497123
name citadel,1.29669868119
financial markets,1.28674742694
followers sun,1.28524783813
location london,1.28335347764
location greater,1.27039165811
fx trading,1.26838518617
greater chicago,1.26287593364
and fixed,1.26031050511
equities endorsed,1.25990139643
chicago area,1.25572190585
at liquid,1.25245955556
varun tomar,1.25245955556
ingenious insights,1.25245955556
qts capital,1.25245955556
 ingenious,1.25245955556
varun has,1.25245955556
pulse 1533787,1.25245955556
trading company,1.24663919055
location chicago,1.2465605007
goldman sachs,1.24466307415
area france,1.24294701547
equities see,1.24254472587
derivatives trader,1.23903774102
2009 employment,1.23860715433
capital llc,1.23760419978
mellon university,1.23187597097
name imc,1.22998183308
carnegie mellon,1.22954818654
of cambridge,1.2232497937
quantitative traderresearcher,1.21771172363
investment banking,1.21215243492
paribas dates,1.21173487509
trading strategy,1.20819314305
vi degree,1.20662859061
agricole cib,1.20662859061
princeton university,1.20407871816
united kingdom,1.20039053861
options see,1.19463977248
interests algorithmic,1.18921533709
for options,1.18188192797
skills equities,1.17774225091
followers École,1.17585973528
